C1=CNC(C(=C1)C)c1c(cccn1)C 
C1=CC=CC(c2cc(C(=O)OC)ccn2)N1 
c1cc(C)cc(C2C=C(CC(=O)OC)C=CN2)n1 
C1=CC(=CC(c2cc(CC(=O)OC)ccn2)N1)C 
C1=CC(=CC(c2cc(CCCCCCCCCCCCC)ccn2)N1)CCCCCCCCCCCCC 
c1cc(C(=O)O)cc(C2=CC(C(=O)OC)C=CN2)n1 
C1=CC(C(=O)O)C=C(c2cc(C(=O)OC)ccn2)N1 
C1=CC(C(=O)OC)C=C(c2cc(C(=O)OC)ccn2)N1 
c1cc(C)cc(C2C=C(CCCCN)C=CN2)n1 
C1=CC(=CC(c2cc(CCCCN)ccn2)N1)C 
c1cc(C)cc(c2c/c(=C/[N]O)/cc[nH]2)n1 
C1=CC(=CC(c2cc(/C=N/O)ccn2)N1)C 
c1cc(C)cc(C2C=C(CN)C=CN2)n1 
C1=CC(=CC(c2cc(CN)ccn2)N1)C 
C1=CC(=CC(c2cc(C[C@@H](O)c3ccccc3)ccn2)N1)C[C@@H](O)c1ccccc1 
C1=CC(=CC(c2cc(CCCCCCCCCCCCCCC)ccn2)N1)CCCCCCCCCCCCCCC 
C1=CC(=CC(c2cc(CCCCCCCCCCCCCCCCCCC)ccn2)N1)CCCCCCCCCCCCCCCCCCC 
c1cc(C)cc(C2C=C(CCOC)C=CN2)n1 
C1=CC(=CC(c2cc(CCOC)ccn2)N1)C 
c1cc(C)cc(C2=CC(C=C)C=CN2)n1 
C1=CC(=CC(c2cc(C=C)ccn2)N1)C 
C1=C(CBr)C=CC(c2ccc(CBr)cn2)N1 
C1=C(C(F)(F)F)C=CC(c2ccc(C(F)(F)F)cn2)N1 
c1c(Br)ccc(C2C=CC=CN2)n1 
C1=C(Br)C=CC(c2ccccn2)N1 
C1=C(Br)C=CC(c2ccc(Br)cn2)N1 
c1c(Cl)ccc(C2C=CC=CN2)n1 
C1=C(Cl)C=CC(c2ccccn2)N1 
c1c([C@@H](C)O)ccc(C2C=CC(=CN2)C(=O)C)n1 
C1=C([C@@H](C)O)C=CC(c2ccc(C(=O)C)cn2)N1 
c1c([C@@H](C)O[Si](C)(C)C(C)(C)C)ccc(C2C=CC(=CN2)C(=O)C)n1 
C1=C([C@@H](C)O[Si](C)(C)C(C)(C)C)C=CC(c2ccc(C(=O)C)cn2)N1 
C1=C(S)C=CC(c2ccc(S)cn2)N1 
c1c(C=O)ccc(C2C=CC=CN2)n1 
C1=C(C=O)C=CC(c2ccccn2)N1 
C1=C(C(=O)C)C=CC(c2ccc(C(=O)C)cn2)N1 
c1c(C)ccc(C2C=CC=CN2)n1 
C1=C(C)C=CC(c2ccccn2)N1 
C1=C(C#N)C=CC(c2ccc(C#N)cn2)N1 
c1c(S(=O)(=O)O)ccc(C2C=CC=CN2)n1 
C1=C(S(=O)(=O)O)C=CC(c2ccccn2)N1 
C1=C(S(=O)(=O)O)C=CC(c2ccc(S(=O)(=O)O)cn2)N1 
c1c(C(=O)OC)ccc(C2C=CC=CN2)n1 
C1=C(C(=O)OC)C=CC(c2ccccn2)N1 
C1=C(C(=O)OCC)C=CC(c2ccc(C(=O)OCC)cn2)N1 
c1c(SC(=O)C)ccc(C2C=CC=CN2)n1 
C1=C(SC(=O)C)C=CC(c2ccccn2)N1 
C1=C(SC(=O)C)C=CC(c2ccc(SC(=O)C)cn2)N1 
c1c(SC(=S)OCC)ccc(C2C=CC=CN2)n1 
C1=C(SC(=S)OCC)C=CC(c2ccccn2)N1 
C1=C(SC(=S)OCC)C=CC(c2ccc(SC(=S)OCC)cn2)N1 
c1c(N)ccc(C2C=CC(=CN2)C(=O)O)n1 
C1=C(N)C=CC(c2ccc(C(=O)O)cn2)N1 
C1=C(C)C=CC(c2ccc(C)cn2)N1 
c1c(N)ccc(C2C=CC(=CN2)C(=O)OC)n1 
C1=C(N)C=CC(c2ccc(C(=O)OC)cn2)N1 
c1c(N)ccc(C2C=CC(=CN2)C(=O)OCC)n1 
C1=C(N)C=CC(c2ccc(C(=O)OCC)cn2)N1 
c1c(N(=O)=O)ccc(C2C=CC(=CN2)C(=O)OC)n1 
C1=C(N(=O)=O)C=CC(c2ccc(C(=O)OC)cn2)N1 
c1c(NC(=O)OCC)ccc(C2C=CC(=CN2)C(=O)OCC)n1 
C1=C(NC(=O)OCC)C=CC(c2ccc(C(=O)OCC)cn2)N1 
c1c(C(=O)N=[N]=[N])ccc(C2C=CC(=CN2)C(=O)OCC)n1 
C1=C(C(=O)N=[N]=[N])C=CC(c2ccc(C(=O)OCC)cn2)N1 
c1c(C(=O)NN)ccc(C2C=CC(=CN2)C(=O)OCC)n1 
C1=C(C(=O)NN)C=CC(c2ccc(C(=O)OCC)cn2)N1 
C1=C(C(=O)NN)C=CC(c2ccc(C(=O)NN)cn2)N1 
c1c(N)ccc(C2C=CC=CN2)n1 
C1=C(N)C=CC(c2ccccn2)N1 
C1=C([NH])CC=C(c2ccc(NCl)cn2)N1.[Cl] 
C1=C(CN(CC)CC)C=CC(c2ccc(CN(CC)CC)cn2)N1 
c1c(C#C)ccc(C2C=CC=CN2)n1 
C1=C(C#C)C=CC(c2ccccn2)N1 
C1=C(CN(C)c2ccccc2)C=CC(c2ccc(CN(C)c3ccccc3)cn2)N1 
C1=C(CN(CCO)CCO)C=CC(c2ccc(CN(CCO)CCO)cn2)N1 
C1=C(/N=C/c2ccccc2)C=CC(c2ccc(/N=C/c3ccccc3)cn2)N1 
c1c(N(=O)=O)ccc(C2C=CC=CN2)n1 
C1=C(N(=O)=O)C=CC(c2ccccn2)N1 
C1=C(N(=O)=O)C=CC(c2ccc(N(=O)=O)cn2)N1 
C1=C(C#C)C=CC(c2ccc(C#C)cn2)N1 
C1=C(C#C[Si](C)(C)C)C=CC(c2ccc(C#C[Si](C)(C)C)cn2)N1 
C1=C([Si](C)(C)C)C=CC(c2ccc([Si](C)(C)C)cn2)N1 
C1=C([Si](C)(C)[Si](C)(C)C)C=CC(c2ccc([Si](C)(C)[Si](C)(C)C)cn2)N1 
c1c(C)ccc(C2C=CC(=CN2)CBr)n1 
C1=C(C)C=CC(c2ccc(CBr)cn2)N1 
c1c(CBr)ccc(C2C=CC=CN2)n1 
C1=C(CBr)C=CC(c2ccccn2)N1 
C1(=CC=CC(c2cccc(CCl)n2)N1)CCl 
C1(=CC=CC(c2cccc(C(F)(F)F)n2)N1)C(F)(F)F 
c1(Br)cccc(C2C=CC=C(C)N2)n1 
C1(=CC=CC(c2cccc(C)n2)N1)Br 
c1(Cl)cccc(C2C=CC=C(C)N2)n1 
C1(=CC=CC(c2cccc(C)n2)N1)Cl 
c1(Br)cccc(C2C=CC=CN2)n1 
C1(=CC=CC(c2ccccn2)N1)Br 
C1(=CC=CC(c2cccc(Br)n2)N1)Br 
c1(Br)cccc(C2C=CC=C(OCCCCCC)N2)n1 
C1(=CC=CC(c2cccc(OCCCCCC)n2)N1)Br 
c1(CO[Si](C)(C)C(C)(C)C)cccc(C2C=CC=CN2)n1 
C1(=CC=CC(c2ccccn2)N1)CO[Si](C)(C)C(C)(C)C 
c1(CCl)cccc(C2C=CC=C(CO)N2)n1 
C1(=CC=CC(c2cccc(CO)n2)N1)CCl 
C1(=CC=CC(c2cccc(CO)n2)N1)CO 
C1(=CC=CC(c2cccc(C)n2)N1)C 
C1(=CC=CC(c2cccc(COC(=O)C)n2)N1)COC(=O)C 
C1(=CC=CC(c2cccc(OC)n2)N1)OC 
C1(=CC=CC(c2cccc(OCCCCCC)n2)N1)OCCCCCC 
C1(=CC=CC(c2cccc(OC)n2)N1)OC 
C1(=CC=CC(c2cccc(OCC)n2)N1)OCC 
C1(=CC=CC(c2cccc(OCCC)n2)N1)OCCC 
C1(=CC=CC(c2cccc(OCCCC)n2)N1)OCCCC 
C1(=CC=CC(c2cccc(OCCCCCC)n2)N1)OCCCCCC 
C1(=CC=CC(c2cccc(c3c(C)cc(OC)cc3C)n2)N1)c1c(C)cc(OC)cc1C 
C1(=CC=CC(c2cccc([C@@H](O)C)n2)N1)[C@@H](O)C 
c1(C)cccc(C2C=CC=CN2)n1 
C1(=CC=CC(c2ccccn2)N1)C 
C1(=CC=CC(c2cccc([C@@H](COC(=O)C)C)n2)N1)[C@@H](COC(=O)C)C 
C1(=CC=CC(c2cccc(COC)n2)N1)COC 
c1(SCC)cccc(C2C=CC=CN2)n1 
C1(=CC=CC(c2ccccn2)N1)SCC 
C1(=CCC=C(c2cccc(C=O)n2)N1)C=O 
C1(C(=O)C)C=CC=C(c2cccc(C(=O)C)n2)N1 
C1(=CCC=C(c2cccc(C(=O)O)n2)N1)C(=O)O 
c1(C(=O)OC)cccc(C2C=CC=CN2)n1 
C1(=CCC=C(c2ccccn2)N1)C(=O)OC 
C1(=CCC=C(c2cccc(C#N)n2)N1)C#N 
C1(=CC=CC(c2cccc(CN)n2)N1)CN 
C1(=CC=CC(c2cccc(N)n2)N1)N 
c1(CC)cccc(C2C=CC=CN2)n1 
C1(=CC=CC(c2ccccn2)N1)CC 
c1(N)cccc(C2C=CC=C(NCCCCCCCCCCCC)N2)n1 
C1(=CC=CC(c2cccc(NCCCCCCCCCCCC)n2)N1)N 
C1(=CC=CC(c2cccc(NCCCCCCCCCCCC)n2)N1)NCCCCCCCCCCCC 
C1(=CCC=C(c2cccc(C=C)n2)N1)C=C 
C1(=CCC=C(c2cccc(C#C)n2)N1)C#C 
C1(=CCC=C(c2cccc(C#C[Si](C)(C)C)n2)N1)C#C[Si](C)(C)C 
c1(CBr)cccc(C2C=CC=C(C)N2)n1 
C1(=CCC=C(c2cccc(C)n2)N1)CBr 
C1(=CCC=C(c2cccc(CBr)n2)N1)CBr 
c1(CCl)cccc(C2C=CC=CN2)n1 
C1(=CC=CC(c2ccccn2)N1)CCl 
c1cc(c(nc1)c1c(cccn1)C)C 
c1cc(c(nc1)c1c(cccn1)O)O 
c1cc(c(nc1)c1c(cccn1)OC)OC 
c1cc(c(nc1)c1c(cccn1)C(=O)O)C(=O)O 
c1cc(c(nc1)c1c(cccn1)C(=O)OC)C(=O)OC 
c1cc(c(nc1)c1c(cccn1)C(=O)O)C(=O)OC 
c1c(C=C)ccnc1c1cc(C=C)ccn1 
c1c(C#C)ccnc1c1ccccn1 
c1c(C#C)ccnc1c1cc(C#C)ccn1 
c1c(CCc2ccccc2)ccnc1c1cc(CCc2ccccc2)ccn1 
c1c(c2ccc(C)cc2)ccnc1c1cc(c2ccc(C)cc2)ccn1 
c1c(c2ccc(O)cc2)ccnc1c1cc(c2ccc(O)cc2)ccn1 
c1c(c2ccc(OC)cc2)ccnc1c1cc(c2ccc(OC)cc2)ccn1 
c1c(c2ccc(Cl)cc2)ccnc1c1cc(c2ccc(Cl)cc2)ccn1 
c1c(Br)ccnc1c1ccccn1 
c1c(Br)ccnc1c1cc(Br)ccn1 
c1c(C)ccnc1c1cc(C)ccn1 
c1c(C)ccnc1c1cc(CBr)ccn1 
c1c(C)ccnc1c1cc(CCBr)ccn1 
c1c(C)ccnc1c1cc(CCCBr)ccn1 
c1c(C)ccnc1c1cc(CCCCBr)ccn1 
c1c(C)ccnc1c1cc(CCCCCBr)ccn1 
c1c(C)ccnc1c1cc(CCCCCCBr)ccn1 
c1c(C)ccnc1c1cc(CCCCCCCBr)ccn1 
c1c(c2ccc(CBr)cc2)ccnc1c1cc(c2ccc(CBr)cc2)ccn1 
c1c(CBr)ccnc1c1cc(CBr)ccn1 
c1c(CCCCBr)ccnc1c1cc(CCCCBr)ccn1 
c1c(CCCCCCCCC)ccnc1c1cc(CCCCCCCCC)ccn1 
c1c(C)ccnc1c1cc(CCCl)ccn1 
c1c(CCl)ccnc1c1cc(CCl)ccn1 
c1c(CC[Si](C)(C)C)ccnc1c1cc(CC[Si](C)(C)C)ccn1 
c1c(C(F)(F)F)ccnc1c1cc(C(F)(F)F)ccn1 
c1c(CI)ccnc1c1cc(CI)ccn1 
c1c(C)ccnc1c1cc(CCCO)ccn1 
c1c(C)ccnc1c1cc(CO)ccn1 
c1c(C)ccnc1c1cc(CCCCO)ccn1 
c1c(CO)ccnc1c1cc(CO)ccn1 
c1c(CCCCO)ccnc1c1cc(CCCCO)ccn1 
c1c(CCCCCCCCCCC)ccnc1c1cc(CCCCCCCCCCC)ccn1 
c1c(O)ccnc1c1cc(O)ccn1 
c1c(OC)ccnc1c1cc(OC)ccn1 
c1c(SC)ccnc1c1cc(SC)ccn1 
c1c(SCC)ccnc1c1cc(SCC)ccn1 
c1c(C)ccnc1c1cc(C=O)ccn1 
c1c(C)ccnc1c1cc(CCCC=O)ccn1 
c1c(C=O)ccnc1c1cc(C=O)ccn1 
c1c(C)ccnc1c1cc(C#N)ccn1 
c1c(C)ccnc1c1cc(CCC#N)ccn1 
c1c(C#N)ccnc1c1cc(C#N)ccn1 
c1c(CCCCCCCCCCCC)ccnc1c1cc(CCCCCCCCCCCC)ccn1 
c1c(C)ccnc1c1cc(CC(=O)O)ccn1 
c1c(C)ccnc1c1cc(CCCC(=O)O)ccn1 
c1c(C(=O)O)ccnc1c1cc(C(=O)O)ccn1 
c1c(C(=O)Cl)ccnc1c1cc(C(=O)Cl)ccn1 
c1c(C(=O)ON2C(=O)CCC2=O)ccnc1c1cc(C(=O)ON2C(=O)CCC2=O)ccn1 
c1c(S(=O)(=O)O)ccnc1c1cc(S(=O)(=O)O)ccn1 
c1c(C)ccnc1c1cc(C(=O)Cl)ccn1 
c1c(C(=O)Cl)ccnc1c1cc(C(=O)OCC)ccn1 
c1cccnc1c1cc(C(=O)OC)ccn1 
c1c(C)ccnc1c1cc(CC(=O)OC)ccn1 
c1c(CCCCCCCCCCCCC)ccnc1c1cc(CCCCCCCCCCCCC)ccn1 
c1c(C(=O)O)ccnc1c1cc(C(=O)OC)ccn1 
c1c(C(=O)OC)ccnc1c1cc(C(=O)OC)ccn1 
c1c(C)ccnc1c1cc(CCCCN)ccn1 
c1c(C)ccnc1c1cc(/C=N/O)ccn1 
c1c(C)ccnc1c1cc(CN)ccn1 
c1c(C[C@@H](O)c2ccccc2)ccnc1c1cc(C[C@@H](O)c2ccccc2)ccn1 
c1c(CCCCCCCCCCCCCCC)ccnc1c1cc(CCCCCCCCCCCCCCC)ccn1 
c1c(CCCCCCCCCCCCCCCCCCC)ccnc1c1cc(CCCCCCCCCCCCCCCCCCC)ccn1 
c1c(C)ccnc1c1cc(CCOC)ccn1 
c1c(C)ccnc1c1cc(C=C)ccn1 
c1(CBr)ccc(c2ccc(CBr)cn2)nc1 
c1(C(F)(F)F)ccc(c2ccc(C(F)(F)F)cn2)nc1 
c1(Br)ccc(c2ccccn2)nc1 
c1(Br)ccc(c2ccc(Br)cn2)nc1 
c1(Cl)ccc(c2ccccn2)nc1 
c1([C@@H](C)O)ccc(c2ccc(C(=O)C)cn2)nc1 
c1([C@@H](C)O[Si](C)(C)C(C)(C)C)ccc(c2ccc(C(=O)C)cn2)nc1 
c1(S)ccc(c2ccc(S)cn2)nc1 
c1(C=O)ccc(c2ccccn2)nc1 
c1(C(=O)C)ccc(c2ccc(C(=O)C)cn2)nc1 
c1(C)ccc(c2ccccn2)nc1 
c1(C#N)ccc(c2ccc(C#N)cn2)nc1 
c1(S(=O)(=O)O)ccc(c2ccccn2)nc1 
c1(S(=O)(=O)O)ccc(c2ccc(S(=O)(=O)O)cn2)nc1 
c1(C(=O)OC)ccc(c2ccccn2)nc1 
c1(C(=O)OCC)ccc(c2ccc(C(=O)OCC)cn2)nc1 
c1(SC(=O)C)ccc(c2ccccn2)nc1 
c1(SC(=O)C)ccc(c2ccc(SC(=O)C)cn2)nc1 
c1(SC(=S)OCC)ccc(c2ccccn2)nc1 
c1(SC(=S)OCC)ccc(c2ccc(SC(=S)OCC)cn2)nc1 
c1(N)ccc(c2ccc(C(=O)O)cn2)nc1 
c1(C)ccc(c2ccc(C)cn2)nc1 
c1(N)ccc(c2ccc(C(=O)OC)cn2)nc1 
c1(N)ccc(c2ccc(C(=O)OCC)cn2)nc1 
c1(N(=O)=O)ccc(c2ccc(C(=O)OC)cn2)nc1 
c1(NC(=O)OCC)ccc(c2ccc(C(=O)OCC)cn2)nc1 
c1(C(=O)N=[N]=[N])ccc(c2ccc(C(=O)OCC)cn2)nc1 
c1(C(=O)NN)ccc(c2ccc(C(=O)OCC)cn2)nc1 
c1(C(=O)NN)ccc(c2ccc(C(=O)NN)cn2)nc1 
c1(N)ccc(c2ccccn2)nc1 
c1(NCl)ccc(c2ccc(NCl)cn2)nc1 
c1(CN(CC)CC)ccc(c2ccc(CN(CC)CC)cn2)nc1 
c1(C#C)ccc(c2ccccn2)nc1 
c1(CN(C)c2ccccc2)ccc(c2ccc(CN(C)c3ccccc3)cn2)nc1 
c1(CN(CCO)CCO)ccc(c2ccc(CN(CCO)CCO)cn2)nc1 
c1(/N=C/c2ccccc2)ccc(c2ccc(/N=C/c3ccccc3)cn2)nc1 
c1(N(=O)=O)ccc(c2ccccn2)nc1 
c1(N(=O)=O)ccc(c2ccc(N(=O)=O)cn2)nc1 
c1(C#C)ccc(c2ccc(C#C)cn2)nc1 
c1(C#C[Si](C)(C)C)ccc(c2ccc(C#C[Si](C)(C)C)cn2)nc1 
c1([Si](C)(C)C)ccc(c2ccc([Si](C)(C)C)cn2)nc1 
c1([Si](C)(C)[Si](C)(C)C)ccc(c2ccc([Si](C)(C)[Si](C)(C)C)cn2)nc1 
c1(C)ccc(c2ccc(CBr)cn2)nc1 
c1(CBr)ccc(c2ccccn2)nc1 
c1ccc(c2cccc(CCl)n2)nc1CCl 
c1ccc(c2cccc(C(F)(F)F)n2)nc1C(F)(F)F 
c1ccc(c2cccc(C)n2)nc1Br 
c1ccc(c2cccc(C)n2)nc1Cl 
c1ccc(c2ccccn2)nc1Br 
c1ccc(c2cccc(Br)n2)nc1Br 
c1ccc(c2cccc(OCCCCCC)n2)nc1Br 
c1ccc(c2ccccn2)nc1CO[Si](C)(C)C(C)(C)C 
c1ccc(c2cccc(CO)n2)nc1CCl 
c1ccc(c2cccc(CO)n2)nc1CO 
c1ccc(c2cccc(C)n2)nc1C 
c1ccc(c2cccc(COC(=O)C)n2)nc1COC(=O)C 
c1ccc(c2cccc(OC)n2)nc1OC 
c1ccc(c2cccc(OCCCCCC)n2)nc1OCCCCCC 
c1ccc(c2cccc(OC)n2)nc1OC 
c1ccc(c2cccc(OCC)n2)nc1OCC 
c1ccc(c2cccc(OCCC)n2)nc1OCCC 
c1ccc(c2cccc(OCCCC)n2)nc1OCCCC 
c1ccc(c2cccc(OCCCCCC)n2)nc1OCCCCCC 
c1ccc(c2cccc(c3c(C)cc(OC)cc3C)n2)nc1c1c(C)cc(OC)cc1C 
c1ccc(c2cccc([C@@H](O)C)n2)nc1[C@@H](O)C 
c1ccc(c2ccccn2)nc1C 
c1ccc(c2cccc([C@@H](COC(=O)C)C)n2)nc1[C@@H](COC(=O)C)C 
c1ccc(c2cccc(COC)n2)nc1COC 
c1ccc(c2ccccn2)nc1SCC 
c1ccc(c2cccc(C=O)n2)nc1C=O 
c1ccc(c2cccc(C(=O)C)n2)nc1C(=O)C 
c1ccc(c2cccc(C(=O)O)n2)nc1C(=O)O 
c1ccc(c2ccccn2)nc1C(=O)OC 
c1ccc(c2cccc(C#N)n2)nc1C#N 
c1ccc(c2cccc(CN)n2)nc1CN 
c1ccc(c2cccc(N)n2)nc1N 
c1ccc(c2ccccn2)nc1CC 
c1ccc(c2cccc(NCCCCCCCCCCCC)n2)nc1N 
c1ccc(c2cccc(NCCCCCCCCCCCC)n2)nc1NCCCCCCCCCCCC 
c1ccc(c2cccc(C=C)n2)nc1C=C 
c1ccc(c2cccc(C#C)n2)nc1C#C 
c1ccc(c2cccc(C#C[Si](C)(C)C)n2)nc1C#C[Si](C)(C)C 
c1ccc(c2cccc(C)n2)nc1CBr 
c1ccc(c2cccc(CBr)n2)nc1CBr 
c1ccc(c2ccccn2)nc1CCl 
