iter	Precision	Logloss
881	0.9813323579	0.06317512425
882	0.9813323579	0.06298137592
883	0.9813323579	0.06296789319
884	0.9813323579	0.06289868912
885	0.9813323579	0.06282269551
886	0.9816916887	0.06280887185
887	0.9816916887	0.06274260795
888	0.9816916887	0.0627112652
889	0.9816916887	0.06267746088
890	0.9816916887	0.0626654908
891	0.9816916887	0.06263209275
892	0.9816916887	0.06261415638
893	0.9816916887	0.06254382778
894	0.9816916887	0.0624528495
895	0.9816916887	0.06243508742
896	0.9816916887	0.06242671051
897	0.9816916887	0.06240190669
898	0.9816916887	0.06234039235
899	0.9816916887	0.06221482853
900	0.9816916887	0.06219915826
901	0.9816916887	0.06206650825
902	0.9816916887	0.06193805043
903	0.9816916887	0.06192248308
904	0.9816916887	0.06178696153
905	0.9816916887	0.0617227265
906	0.9816916887	0.06162339254
907	0.9816916887	0.06158996595
908	0.9816916887	0.06153608632
909	0.9816916887	0.06144978183
910	0.9816916887	0.06144158546
911	0.9816916887	0.0613962807
912	0.9816916887	0.06137322825
913	0.9816916887	0.06136328565
914	0.9816916887	0.06131845378
915	0.9816916887	0.06127567905
916	0.9816916887	0.06122174463
917	0.9816916887	0.06113326073
918	0.9816916887	0.06110417159
919	0.9816916887	0.06108882578
920	0.9816916887	0.06102678185
921	0.9816916887	0.06096820409
922	0.9816916887	0.06090593837
923	0.9820512827	0.06086935343
924	0.9820512827	0.06084564892
925	0.9820512827	0.06080910349
926	0.9820512827	0.06077480482
927	0.9820512827	0.06072328449
928	0.9820512827	0.06068181048
929	0.9820512827	0.06058312017
930	0.9820512827	0.06057755792
931	0.9820512827	0.06057261591
932	0.9820512827	0.06056183138
933	0.9820512827	0.06052488804
934	0.9820512827	0.06048207891
935	0.9820512827	0.06040751017
936	0.9820512827	0.06038593527
937	0.9820512827	0.06033643545
938	0.9820512827	0.06031701912
939	0.9820512827	0.06029184562
940	0.9820512827	0.06024595333
941	0.9820512827	0.06017048359
942	0.9820512827	0.06012721346
943	0.9820512827	0.06012207305
944	0.9820512827	0.06007207121
945	0.9824111403	0.06002367636
946	0.9820512827	0.05998253244
947	0.9820512827	0.05995799913
948	0.9820512827	0.059932218
949	0.9820512827	0.05984573914
950	0.9820512827	0.05983829753
951	0.9824111403	0.05972342792
952	0.9824111403	0.05963597682
953	0.9824111403	0.0595888299
954	0.9824111403	0.05955645008
955	0.9824111403	0.05952584468
956	0.9824111403	0.05948070523
957	0.9824111403	0.05944789931
958	0.9824111403	0.05940423587
959	0.9824111403	0.05938625555
960	0.9827712616	0.05935605927
961	0.9827712616	0.05916439
962	0.9827712616	0.05911592839
963	0.9827712616	0.0590814422
964	0.9827712616	0.05904030281
965	0.9827712616	0.05897813306
966	0.9827712616	0.05878811115
967	0.9827712616	0.05874388534
968	0.9827712616	0.0585291824
969	0.9827712616	0.05851823495
970	0.9827712616	0.05845822561
971	0.9827712616	0.05841241281
972	0.9827712616	0.05840768842
973	0.9827712616	0.05838214072
974	0.9827712616	0.05837551812
975	0.9827712616	0.058347364
976	0.9827712616	0.0583206317
977	0.9831316471	0.05810924245
978	0.9831316471	0.05807563687
979	0.9831316471	0.05804647327
980	0.9831316471	0.05797918586
981	0.9831316471	0.05795496423
982	0.9831316471	0.05786895004
983	0.9831316471	0.05783267858
984	0.9831316471	0.05782325643
985	0.9831316471	0.05779748641
986	0.9831316471	0.05777845754
987	0.9831316471	0.05772840077
988	0.9831316471	0.05761783782
989	0.9831316471	0.05756898393
990	0.9831316471	0.05753276029
991	0.9831316471	0.05742156573
992	0.9831316471	0.05739247904
993	0.9831316471	0.05734120994
994	0.983492297	0.05725510508
995	0.983492297	0.05723183947
996	0.983492297	0.05692007243
997	0.983492297	0.05689943583
998	0.983492297	0.05686909438
999	0.983492297	0.05680160635
